name,price,stock,category,image_url,discount_rate,sales,tag,location,description,brand
[뉴질랜드산] 유기농 제스프리 썬골드키위/팩 (400g이상),5980,60,과일,https://sitem.ssgcdn.com/17/36/62/item/0000008623617_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,제스프리
미국산 生체리 500g 팩 (10Row),24900,10,과일,https://sitem.ssgcdn.com/21/52/80/item/1000633805221_i1_290.jpg,0,0,#간식과일 #수입산 #체리,,,
칠레산 레몬 1.1kg내외 봉,8980,10,과일,https://sitem.ssgcdn.com/14/18/24/item/1000563241814_i1_290.jpg,0,0,#간식과일 #비타민충전 #수입산,,,
찰토마토 1kg (팩),9990,30,과일,https://sitem.ssgcdn.com/93/19/29/item/1000633291993_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
[프리미엄] 고당도 청송 사과 1.5kg 봉,22900,20,과일,https://sitem.ssgcdn.com/66/34/28/item/1000633283466_i1_290.jpg,0,0,#간식과일 #달달한 #비타민충전,,,미식생활
[필리핀산] Dole 바나나 (1.2kg내외),5490,40,과일,https://sitem.ssgcdn.com/86/55/28/item/1000037285586_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,dole
냉동 유기농 베리믹스 450g,9980,40,과일,https://sitem.ssgcdn.com/23/81/92/item/1000674928123_i1_290.jpg,3,0,#간식과일 #비타민충전 #제철과일,,,
친환경 방울토마토 600g/팩,4980,50,과일,https://sitem.ssgcdn.com/49/37/56/item/1000062563749_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,자연주의
친환경 대추방울토마토 600g/팩,5780,0,과일,https://sitem.ssgcdn.com/54/37/56/item/1000062563754_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,자연주의
춘향골 캠벨포도 1kg 박스,17280,10,과일,https://sitem.ssgcdn.com/45/08/49/item/0000007490845_i1_290.jpg,0,0,#간식과일 #비타민충전 #포도,,,
옐로우 신비복숭아 5~9입 팩,11980,10,과일,https://sitem.ssgcdn.com/40/65/71/item/1000605716540_i1_290.jpg,0,0,#간식과일 #복숭아 #비타민충전,,,
[필리핀산] 후레쉬컷 파인애플 (900g),10980,20,과일,https://sitem.ssgcdn.com/63/06/22/item/1000589220663_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
미국산 생블루베리 310g 팩,9980,10,과일,https://sitem.ssgcdn.com/70/78/32/item/1000011327870_i1_290.jpg,0,0,#간식과일 #블루베리 #수입산,,,
친환경 토마토 900g/팩,5280,10,과일,https://sitem.ssgcdn.com/70/63/64/item/1000135646370_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,자연주의
국산 블루베리 200g 팩,11800,10,과일,https://sitem.ssgcdn.com/88/12/07/item/1000018071288_i1_290.jpg,0,0,#간식과일 #국산과일 #블루베리,,,
친환경 제주 블루베리 200g/팩,9980,50,과일,https://sitem.ssgcdn.com/11/08/55/item/1000011550811_i1_290.jpg,0,0,#간식과일 #블루베리 #비타민충전,,,자연주의
크리스피 리얼칩스 5믹스180g,7480,10,과일,https://sitem.ssgcdn.com/22/89/82/item/1000034828922_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
신고배 2입/봉 (1.2kg),16500,40,과일,https://sitem.ssgcdn.com/37/23/06/item/1000262062337_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,파머스픽
친환경 대추방울토마토 750/팩,9800,20,과일,https://sitem.ssgcdn.com/40/64/20/item/1000631206440_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,미식생활
[프리미엄] 왕 멜론 1통,22480,50,과일,https://sitem.ssgcdn.com/27/59/08/item/1000632085927_i1_290.jpg,0,0,#간식과일 #멜론 #비타민충전,,,미식생활
[필리핀산] 로즈 바나나 (400g내외),2980,40,과일,https://sitem.ssgcdn.com/15/64/89/item/1000004896415_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,스미후루
태국산 망고스틴 500g 망,7980,50,과일,https://sitem.ssgcdn.com/68/87/72/item/1000533728768_i1_290.jpg,0,0,#간식과일 #국산과일 #망고,,,
칠레산 냉동 트리플베리 1.5kg,17980,40,과일,https://sitem.ssgcdn.com/71/29/61/item/1000583612971_i1_290.jpg,0,0,#간식과일 #비타민충전 #수입산,,,
황금빛 살구 750g 팩,11980,40,과일,https://sitem.ssgcdn.com/83/06/49/item/1000091490683_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
천도복숭아 1.2kg 팩,19900,30,과일,https://sitem.ssgcdn.com/65/42/94/item/1000700944265_i1_290.jpg,18,0,#간식과일 #복숭아 #비타민충전,,,
저탄소인증 배 3~4입/봉 (2kg내외),17980,60,과일,https://sitem.ssgcdn.com/26/21/07/item/1000056072126_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,자연주의
더달콤 스테비아 대추방울 토마토 1kg (팩),11900,0,과일,https://sitem.ssgcdn.com/79/61/10/item/1000632106179_i1_290.jpg,0,0,#간식과일 #달달한 #비타민충전,,,
[프리미엄] GAP 고당도 성주참외 1.2kg,13900,20,과일,https://sitem.ssgcdn.com/36/13/29/item/0000007291336_i1_290.jpg,0,0,#국산과일 #달달한 #참외,,,
대극천 복숭아 750g (5~7입) 팩,14900,40,과일,https://sitem.ssgcdn.com/84/71/75/item/1000705757184_i1_290.jpg,0,0,#간식과일 #복숭아 #비타민충전,,,
대추방울토마토 1.2kg 팩,11900,40,과일,https://sitem.ssgcdn.com/03/90/12/item/1000696129003_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
페루산 아보카도 1kg 망,14900,30,과일,https://sitem.ssgcdn.com/17/97/36/item/1000686369717_i1_290.jpg,0,0,#간식과일 #비타민충전 #수입산,,,
냉동 딸기 1kg 봉,13980,50,과일,https://sitem.ssgcdn.com/19/81/93/item/1000063938119_i1_290.jpg,0,0,#간식과일 #딸기 #비타민충전,,,
미국산 항공직송 알이 큰 체리 250g 팩 (9.5Row),11900,10,과일,https://sitem.ssgcdn.com/31/84/53/item/1000693538431_i1_290.jpg,0,0,#간식과일 #수입산 #체리,,,미식생활
유명산지 의성眞 자두 1kg 팩,14900,50,과일,https://sitem.ssgcdn.com/43/16/34/item/1000697341643_i1_290.jpg,0,0,#간식과일 #신선한과일 #자두,,,
당도선별 수박 6~7kg미만,31900,10,과일,https://sitem.ssgcdn.com/62/44/06/item/1000588064462_i1_290.jpg,0,0,#간식과일 #달달한 #수박,,,
유명산지 거봉 1.5kg (박스),44900,60,과일,https://sitem.ssgcdn.com/54/35/49/item/1000698493554_i1_290.jpg,0,0,#간식과일 #비타민충전 #신선한과일,,,
I`mPerfect 못난이 블루베리 500g 팩,19900,20,과일,https://sitem.ssgcdn.com/43/34/55/item/1000684553443_i1_290.jpg,0,0,#간식과일 #못난이과일 #블루베리,,,
당도선별 수박 8~9kg미만,36900,30,과일,https://sitem.ssgcdn.com/55/44/06/item/1000588064455_i1_290.jpg,0,0,#간식과일 #달달한 #수박,,,
"성주 참외 (3~7입, 1.2kg내외)",13900,10,과일,https://sitem.ssgcdn.com/43/57/94/item/1000648945743_i1_290.jpg,0,0,#간식과일 #국산과일 #참외,,,
저탄소인증 샤인머스캣 500g/팩,12980,30,과일,https://sitem.ssgcdn.com/02/16/24/item/0000008241602_i1_290.jpg,0,0,#간식과일 #비타민충전 #포도,,,자연주의
"[미국산] 고당도 퓨어스펙 오렌지 (4~8입, 1.4kg)",12900,40,과일,https://sitem.ssgcdn.com/69/23/29/item/1000633292369_i1_290.jpg,0,0,#감귤류 #달달한 #수입산,,,
"[베트남산] 코코넛 (1통, 1kg내외)",2980,20,과일,https://sitem.ssgcdn.com/21/05/47/item/1000342470521_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
저탄소 하우스 꼬마감귤 1kg/팩,22800,30,과일,https://sitem.ssgcdn.com/33/27/18/item/1000693182733_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,미식생활
"성주 알뜰 참외 (5~12입, 2kg)",17900,50,과일,https://sitem.ssgcdn.com/53/70/62/item/1000679627053_i1_290.jpg,0,0,#간식과일 #국산과일 #참외,,,
타이벡 로얄대석 왕자두 800g 팩,15900,20,과일,https://sitem.ssgcdn.com/52/16/34/item/1000697341652_i1_290.jpg,0,0,#간식과일 #비타민충전 #자두,,,미식생활
허니짱 메론 1통 (800g내외),9990,60,과일,https://sitem.ssgcdn.com/12/82/21/item/1000699218212_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
[프리미엄] 뉴질랜드 슈퍼점보 골드키위 1.2kg 팩,19900,30,과일,https://sitem.ssgcdn.com/65/94/36/item/1000686369465_i1_290.jpg,21,0,#간식과일 #비타민충전 #제철과일,,,제스프리
[당도선별] 사과 1.2kg 봉,12900,30,과일,https://sitem.ssgcdn.com/20/37/28/item/1000633283720_i1_290.jpg,0,0,#간식과일 #달달한 #비타민충전,,,
톡톡 대추방울토마토 500g 팩,4490,10,과일,https://sitem.ssgcdn.com/06/01/25/item/1000633250106_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
저탄소 백도 복숭아 1.25kg (4~7입)/팩,19800,20,과일,https://sitem.ssgcdn.com/51/27/18/item/1000693182751_i1_290.jpg,0,0,#간식과일 #복숭아 #비타민충전,,,미식생활
뉴질랜드산 점보 골드키위 1.1kg 팩,17900,60,과일,https://sitem.ssgcdn.com/52/95/48/item/1000650489552_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,제스프리
남아공산 자몽 1.7kg내외 봉,12980,20,과일,https://sitem.ssgcdn.com/61/69/04/item/1000112046961_i1_290.jpg,0,0,#간식과일 #감귤류 #비타민충전,,,
냉동 통과일범벅 요거트 블루베리 500g 봉,7980,0,과일,https://sitem.ssgcdn.com/23/74/53/item/1000576537423_i1_290.jpg,3,0,#간식과일 #블루베리 #비타민충전,,,
[미국산] 건크렌베리 400g,8990,20,과일,https://sitem.ssgcdn.com/98/68/49/item/1000632496898_i1_290.jpg,0,0,#간식과일 #비타민충전 #수입산,,,
기획 유명산지 초록사과 1.8kg 봉,24900,60,과일,https://sitem.ssgcdn.com/88/69/95/item/1000641956988_i1_290.jpg,0,0,#간식과일 #비타민충전 #신선한과일,,,
한입감귤 1.5kg 봉,15900,20,과일,https://sitem.ssgcdn.com/10/11/97/item/1000029971110_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
I`mperfect 당도선별 못난이 사과 (2.5kg),18900,50,과일,https://sitem.ssgcdn.com/43/99/28/item/1000633289943_i1_290.jpg,0,0,#간식과일 #달달한 #못난이과일,,,
베트남산 냉동 망고 1kg 봉,6980,10,과일,https://sitem.ssgcdn.com/94/50/71/item/1000703715094_i1_290.jpg,0,0,#간식과일 #망고 #비타민충전,,,
고당도 불로초 감귤 800g 팩,24900,60,과일,https://sitem.ssgcdn.com/33/36/28/item/1000633283633_i1_290.jpg,0,0,#간식과일 #달달한 #비타민충전,,,
[페루산] 순 유기농 바나나 3-4입/팩 (450g 내외),3980,30,과일,https://sitem.ssgcdn.com/87/59/42/item/1000688425987_i1_290.jpg,3,0,#간식과일 #비타민충전 #수입산,,,스미후루
완숙토마토 1.2kg(팩),9990,20,과일,https://sitem.ssgcdn.com/93/60/10/item/1000632106093_i1_290.jpg,27,0,#간식과일 #비타민충전 #제철과일,,,
[페루산] 순 유기농 바나나 2입/봉 (220g내외),1280,30,과일,https://sitem.ssgcdn.com/37/96/56/item/1000035569637_i1_290.jpg,0,0,#간식과일 #비타민충전 #수입산,,,스미후루
곡성 메론 1통,19900,60,과일,https://sitem.ssgcdn.com/01/42/02/item/1000696024201_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
친환경 토마토 3kg/박스,24800,10,과일,https://sitem.ssgcdn.com/28/64/20/item/1000631206428_i1_290.jpg,12,0,#간식과일 #비타민충전 #제철과일,,,미식생활
황금 옐로드림복숭아 500g 팩,13900,60,과일,https://sitem.ssgcdn.com/80/63/24/item/1000707246380_i1_290.jpg,21,0,#간식과일 #복숭아 #비타민충전,,,미식생활
[뉴질랜드산] 유기농 제스프리 그린키위 4~6입/팩 (500g내외),4980,50,과일,https://sitem.ssgcdn.com/12/11/66/item/1000187661112_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,제스프리
[기획] 사과 (1.8kg),19900,60,과일,https://sitem.ssgcdn.com/64/13/29/item/1000633291364_i1_290.jpg,21,0,#간식과일 #비타민충전 #제철과일,,,
[신선장인] 이명화명인 참외 1.2kg 봉,14900,40,과일,https://sitem.ssgcdn.com/26/60/41/item/1000648416026_i1_290.jpg,0,0,#간식과일 #비타민충전 #참외,,,미식생활
국내산 블루베리 500g 팩,29900,60,과일,https://sitem.ssgcdn.com/35/34/55/item/1000684553435_i1_290.jpg,0,0,#간식과일 #블루베리 #비타민충전,,,
저탄소 황도 복숭아 1.25kg (4~7입)/팩,19800,40,과일,https://sitem.ssgcdn.com/61/27/18/item/1000693182761_i1_290.jpg,0,0,#간식과일 #복숭아 #비타민충전,,,미식생활
씨를뺀건자두 300g,5380,50,과일,https://sitem.ssgcdn.com/80/63/53/item/1000611536380_i1_290.jpg,0,0,#간식과일 #비타민충전 #자두,,,
[코스타리카산] 치키타 바나나 (1.3kg내외),2980,40,과일,https://sitem.ssgcdn.com/83/52/03/item/1000548035283_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
당도선별 수박 7~8kg미만,34900,60,과일,https://sitem.ssgcdn.com/59/44/06/item/1000588064459_i1_290.jpg,0,0,#간식과일 #달달한 #수박,,,
베트남산 냉동 애플망고 1kg 봉,7980,30,과일,https://sitem.ssgcdn.com/46/38/81/item/1000599813846_i1_290.jpg,0,0,#간식과일 #망고 #비타민충전,,,
냉동 통과일범벅 요거트 애플망고 500g 봉,7980,60,과일,https://sitem.ssgcdn.com/24/74/53/item/1000576537424_i1_290.jpg,0,0,#간식과일 #망고 #비타민충전,,,
I`mperfect 당도선별 못난이 사과 (1.3kg),11900,40,과일,https://sitem.ssgcdn.com/48/13/29/item/1000633291348_i1_290.jpg,0,0,#간식과일 #달달한 #못난이과일,,,
대추방울토마토 500g (팩),4990,30,과일,https://sitem.ssgcdn.com/99/00/25/item/1000633250099_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,
[베트남산] Dole 용과 1개 (400g내외),3980,40,과일,https://sitem.ssgcdn.com/56/99/22/item/0000010229956_i1_290.jpg,0,0,#간식과일 #비타민충전 #제철과일,,,dole
베트남산 냉동 하프컷 망고 1kg 봉,8980,40,과일,https://sitem.ssgcdn.com/05/41/25/item/1000373254105_i1_290.jpg,0,0,#간식과일 #망고 #비타민충전,,,
꿀처럼 달콤한 수박 5~6kg미만,33900,40,과일,https://sitem.ssgcdn.com/01/51/15/item/1000692155101_i1_290.jpg,18,0,#간식과일 #달달한 #수박,,,
